Flag,Nombre,Direcciones,MAC,Tips,Mapas,Servicios caidos,Notas
activo,Dslam Ipa 24,10.166.17.9,00:1F:05:02:96:34,Inyector DSLAM,Cristal,,
activo,13383 SW Castillo 3,10.153.20.11,24:A4:3C:B3:CC:A2,Sw Ubiquiti 8,Castillos,,"Portero Roberto: 610.263.841, DSLAM Instalado en el Sótano - Portal 6"
activo,Base 23 5,10.153.11.10,24:A4:3C:9E:EF:29,Omni Ubiquiti,Castillos,,
activo,Castillo3 - Castillo2,10.255.153.5,04:18:D6:F2:1E:5E,PTP Ubiquiti 30d,Castillos,,
activo,PTP Castillo 3 - Alfonso Playa,10.153.20.254,24:A4:3C:00:B1:28,NanoBridge M5 este,Castillos,,
activo,Gregory Peter - Hita,10.255.6.67,04:18:D6:AE:C9:B8,NanoBridge M5 este,La Hita,,
desconocido,Fallo red Ipanema,10.255.133.253,00:27:19:EB:4F:91,Fallo red,Ipanema,,
desconocido,Villas Hotspot,185.44.27.180,,Servidor DNS,Monitorizacion,,
"desconocido, X - desabilitado",Nexpoint - C40,10.40.3.16,,,Jurosa,,
activo,CLU30SECT3,10.32.13.10,24:A4:3C:9A:B6:99,Sectorial Ubiquiti,Algar,,
activo,CLU30SECT4,10.32.14.10,68:72:51:04:CC:12,Sectorial Ubiquiti,Algar,,
activo,Opalo - CostaManga,10.255.131.6,24:A4:3C:F6:C3:81,PTP Ubiquiti 30d,CostaManga,,
activo,13326 - SW 1 Costamanga3,10.133.10.11,DC:9F:DB:29:5A:A0,Sw Ubiquiti 5,CostaManga,,portero kike 606-44-99-34
activo,Base 23 6,10.133.15.10,00:27:22:82:F5:79,Omni Ubiquiti,CostaManga,,
activo,Opalo-M.Mayor,10.255.132.12,04:18:D6:AE:F7:85,PTP Ubiquiti 5AC,CostaManga,,
activo,CostaMa - Opalo,10.255.131.5,24:A4:3C:90:4F:95,PTP Ubiquiti 30d,CostaManga,,
activo,AP-Verdemar 2-Omni,10.76.13.254,D4:CA:6D:C0:15:52,,HotSpot EM,,
activo,Reina - S.Nilo,10.255.141.82,DC:9F:DB:F4:4B:97,NanoStation M5,Reina,,
activo,S.Nilo - Reina (LAN NO CONECTADA!!!),10.255.141.83,24:A4:3C:EA:97:3B,NanoBridge M5 sur,SY Nilo,,
activo,13538 - SW 1  Nilo,10.142.10.11,24:A4:3C:3C:FC:B2,Sw Ubiquiti 8,SY Nilo,,"Portero Nestor 678593896, horario de 8 a 15 l"
activo,El Algar - Sabina torre,10.255.29.110,04:18:D6:F2:20:2C,PTP Ubiquiti 5AC,Algar,,
parcialmente caido,Hotel Taller Realidades,84.236.171.66,,Servidor DNS,Monitorizacion,http,
activo,Hortichuela2,10.13.20.11,DC:9F:DB:81:07:ED,Sw Ubiquiti 8,Hortich,,
activo,AP-Sanyago-Omni-Jardin,10.142.16.248,D4:CA:6D:C0:15:4C,,HotSpot EM,,
activo,AP Pedruchillo Omni,10.182.11.10,D4:CA:6D:BC:52:90,,HotSpot EM,,
activo,Alcazares,10.255.22.69,24:A4:3C:05:E8:42,Sw Ubiquiti 5,Alcazares,,
activo,Calvario - Mediterraneo,10.255.4.12,04:18:D6:AE:AC:01,PTP Ubiquiti 5AC,Calvario..,,
activo,AP-Ribera Beach,10.166.13.254,D4:CA:6D:BF:2B:DE,,HotSpot EM,,
activo,hs- Rubi arriba,10.123.17.10,E4:8D:8C:F0:55:49,,HotSpot EM,,
activo,C22 - Los Garranchos,10.22.22.254,DC:9F:DB:4C:A5:F5,,Villaralto,,
activo,Los Garranchos - C22,10.22.22.253,DC:9F:DB:EC:13:05,,Villaralto,,
activo,C22-LIBRE-ROCKET M5,10.22.24.11,24:A4:3C:FC:69:2C,PTP Ubiquiti 30d,Villaralto,,
activo,C22 - Agromark,10.22.37.10,04:18:D6:A4:4A:97,PTP Ubiquiti 5AC,Villaralto,,
activo,Agromark - C22,10.22.37.14,04:18:D6:A4:49:39,PTP Ubiquiti 5AC,Villaralto,,
activo,SW1 Villaralto PtP EB,10.255.22.34,24:A4:3C:3C:FA:8B,Sw Ubiquiti 8,Villaralto,,
activo,C22 - Greype,10.22.32.11,04:18:D6:24:0A:D3,,Villaralto,,
activo,Calvario - Vaguada,10.255.4.74,04:18:D6:AE:AC:33,PTP Ubiquiti 5AC,Calvario..,,
activo,C7 - Rubi,10.255.7.92,DC:9F:DB:6A:25:55,PTP Ubiquiti 30d,Arcosur,,
activo,10165 - SW 2 Arcosur,10.255.7.34,DC:9F:DB:28:AD:EC,Sw Ubiquiti 8,Arcosur,,
activo,Entrenaranjos - Central,10.1.99.18,DC:9F:DB:2A:74:85,PTP Ubiquiti 30d,Aprcda,,
activo,Mediterraneo,10.255.192.98,24:A4:3C:3C:95:A9,Sw Ubiquiti 8,Beaza,,
activo,Hawai4 - Costa Azul,10.255.183.5,24:A4:3C:EA:17:EB,PTP Ubiquiti 30d,Hawai,,Device Name: 239 - 311
activo,Base 23.9 Hawai 4,10.183.11.10,24:A4:3C:9A:C6:0E,Sectorial Ubiquiti,Hawai,,
activo,13536  SW 1 H-4 -,10.183.20.11,24:A4:3C:3C:92:B1,Sw Ubiquiti 8,Hawai,,"Inyector Ipa-48, Presidente Pedro Manz. 646-96-88-15, inmomar Antonio Ruiz 607606602, Portero  Valentin (Baja)      Juan - 618332125"
activo,DSLAM Hawai 4,10.183.17.9,00:1F:05:02:94:A8,Inyector DSLAM,Hawai,,Ipa-48
activo,Check Hawai4 arriba,10.183.20.8,00:27:19:EB:4F:C3,Fallo red,Hawai,,
activo,Base 15 8,10.29.35.10,68:72:51:04:E3:D7,Sectorial Ubiquiti,Sabina,,
activo,dslam Sino 24,10.1.99.9,WIRELESSMA:15:24:00,Inyector DSLAM,Aprcda,,"Equipo con ROM mal, cuando se va la corriente vuelve a la IP 169.254.10.3, 10.1.99.9"
activo,telefono entrenaranjos,10.240.63.254,,Inyector DSLAM,Aprcda,,
activo,Fallo 220  Circuito,10.5.0.6,00:27:19:CA:91:BF,Fallo red,Circuito,,
activo,Fallo corriente Navarro,10.255.17.34,90:F6:52:EF:8A:E9,Fallo red,Navarro,,
activo,Polideportivo Los Alcazares,10.17.40.254,24:A4:3C:9A:C5:A4,PTP Ubiquiti 30d,Navarro,,
activo,Navarro - Kernel,10.17.15.11,04:18:D6:24:05:A4,PTP Ubiquiti 30d,Navarro,,
activo,Kernel - Navarro,84.236.171.84,,PTP Ubiquiti 30d,Navarro,,
activo,Polideportivo - C17,10.17.40.253,DC:9F:DB:0A:09:F9,PTP Ubiquiti 30d,Alcazares,,
activo,Ayto. Principal,185.44.27.201,CiscoSyste:49:10:1A,Enrutador,Alcazares,,Salvador mayordomo 609824295 nuevastecnologias@losalcazares.es
activo,Hawai4 - Torremares,10.255.161.2,04:18:D6:A4:4A:78,PTP Ubiquiti 5AC,Hawai,,Nombre del dispositivo CH4 - TRM
activo,C22 - C24,10.255.22.66,24:A4:3C:A8:77:FE,PTP Ubiquiti 30d,Villaralto,,
activo,Base 22.0,10.22.10.10,68:72:51:04:CF:18,Omni Ubiquiti,Villaralto,,
activo,Comyr - Alfonso,10.255.10.18,04:18:D6:2E:E7:52,PTP Ubiquiti 30d,Comyr,,
activo,Comyr SW 2,10.10.2.2,04:18:D6:07:26:E2,Sw Ubiquiti 8,Comyr,,
activo,router check Rest Villas,10.255.78.100,94:0C:6D:AE:DE:DB,Fallo red,Villas,,
activo,Comyr - Central,10.10.20.100,PipingHotN:30:20:E1,PTP800,Comyr,,
activo,Central - Comyr,169.254.1.100,PipingHotN:30:20:E3,PTP800,Central ...,,"Boca 10 del Switch principal, La Palma - Comyr   200 / 100, SSID: C1agoC10"
activo,Base 10.4,10.10.24.11,68:72:51:04:E2:6E,Sectorial Ubiquiti,Comyr,,
activo,Base 10.3,10.10.23.10,68:72:51:04:E1:BF,Sectorial Ubiquiti,Comyr,,
activo,Base 10.2,10.10.22.10,68:72:51:04:E1:82,Sectorial Ubiquiti,Comyr,,
activo,Base 10.0,10.10.21.10,68:72:51:04:E1:51,Omni Ubiquiti,Comyr,,
activo,Fallo corriente Comyr,10.10.10.8,A0:F3:C1:F6:50:7B,Fallo red,Comyr,,
activo,Comyr - SemJim,10.10.32.12,04:18:D6:26:33:BC,PTP Ubiquiti 30d,Comyr,,"Puerto 22 SWITCH POE, SSID C10ago79"
activo,Comyr - Jurosa,10.255.10.66,DC:9F:DB:68:B4:9D,PTP Ubiquiti 30d,Comyr,,
activo,Comyr - Mecanizados,10.10.33.11,04:18:D6:24:0D:21,PTP Ubiquiti 30d,Comyr,,"Puerto 23 SWITCH POE, SSID:  C10ago3291"
activo,Jurosa - Hortichuela,10.255.40.14,24:A4:3C:8A:9B:FE,PTP Ubiquiti 30d,Jurosa,,
activo,Base 19.22,10.192.16.10,68:72:51:04:D0:17,Sectorial Ubiquiti,Beaza,,
activo,Base 19.23,10.192.17.10,68:72:51:04:D0:5A,Sectorial Ubiquiti,Beaza,,
activo,Base 19.24,10.192.18.10,24:A4:3C:46:D3:CF,Sectorial Ubiquiti,Beaza,,
activo,Ipa4-Costamanga,10.255.133.247,00:27:22:64:CA:50,NanoStation M5,Ipanema,,
activo,13340 - SW1 Ipanema 4,10.255.133.245,DC:9F:DB:28:DB:A5,Sw Ubiquiti 8,Ipanema,,"No hay Portero, Presidente  Miguel Pastor  697-167-216, Salvador - Acceso a llaves y sabe donde esta la instalación. Es un vecino. 610448020"
activo,Dslam Sino 8,10.32.24.9,00:B5:26:01:06:37,Inyector DSLAM,Ipanema,,
activo,Dslam Ipa 24,10.133.13.9,00:1F:05:02:9C:58,Inyector DSLAM,CostaManga,,
activo,C4 - Hotel Diaz,10.4.22.12,DC:9F:DB:EC:A3:C0,,Calvario..,,
activo,Carrasquilla - Ribera Beach,10.255.16.6,24:A4:3C:F2:AD:02,PTP Ubiquiti 30d,Carrasq,,
activo,Fallo red Carrasquilla,10.16.20.8,00:27:19:1E:F3:E9,Fallo red,Carrasq,,
activo,Sancti - Carrasquilla,10.255.2.67,DC:9F:DB:68:B9:15,PTP Ubiquiti 30d,Sancty,,
activo,Carrasquilla - Sancti,10.255.2.66,DC:9F:DB:6A:24:CE,PTP Ubiquiti 30d,Carrasq,,
activo,Base 23.5,10.76.11.10,DC:9F:DB:68:B8:E7,Omni Ubiquiti,P.Honda,,
activo,11371 - SW 1 Verdemar II,10.76.10.11,DC:9F:DB:28:AC:65,Sw Ubiquiti 5,P.Honda,,Pepe Martinez  609468000
activo,Verdemar - MarAzul,10.255.73.3,4C:5E:0C:5D:94:C2,SXT mikrotik,P.Honda,,
activo,Base 17.5,10.17.25.10,24:A4:3C:46:D5:71,Sectorial Ubiquiti,Navarro,,
activo,MKT La hita,10.255.255.6,4C:5E:0C:C9:90:3A,MikroTik Device,La Hita,,
activo,Fallo corriente La Hita,185.44.27.59,00:23:CD:C3:C3:05,Fallo red,La Hita,,
activo,Reina- Rubi (AC) LIBRE,10.255.141.26,04:18:D6:F2:1C:8B,PTP Ubiquiti 5AC,Reina,,
activo,Castillo1 - Reina,10.255.141.3,04:18:D6:A4:26:D6,PTP Ubiquiti 30d,Castillos,,
activo,13679 - SW1 C. Mar 1,10.151.20.11,DC:9F:DB:28:AD:E8,Sw Ubiquiti 8,Castillos,,"Iniyector Sino 24, portero del bloque 1 Jose Antonio Verdu  610263833 Horario de 9 a 14 y 16 a 19 libra jueves y Domingo"
activo,Base35.11,10.151.11.10,68:72:51:04:CF:27,Omni Ubiquiti,Castillos,,
activo,Castillo1 - Snipe,10.255.151.14,DC:9F:DB:84:2F:F3,NanoStation M5,Castillos,,Nano Station Castillo - Snipe
activo,Fallo 220 Castillo1,10.151.20.8,00:25:86:DE:3B:0F,Fallo red,Castillos,,
activo,Fallo corriente Alfonso,10.11.38.8,D8:5D:4C:A6:C6:4F,Fallo red,Pozo E.,,
activo,Check Mediterraneo,10.255.192.100,D8:5D:4C:E4:D9:A1,Fallo red,Beaza,,
activo,Base 19.5,10.19.15.10,24:A4:3C:A6:74:68,Sectorial Ubiquiti,Beaza,,"Orientada hacia Explanada Parque Mediterraneo, Orientada a Los Camachos"
activo,Base 19.6,10.19.16.10,24:A4:3C:A6:74:02,Sectorial Ubiquiti,Beaza,,"Orientada hacia Explanada Parque Mediterraneo, Orientada a Los Camachos"
activo,HS-Server,10.255.255.195,4C:5E:0C:ED:CF:EB,Servidor de noticias,HotSpot EM,,
activo,Asfaltos - Urrutias,10.255.15.99,DC:9F:DB:68:B9:16,PTP Ubiquiti 30d,El llano,,
desconocido,Asfaltos - Llano Beal,10.255.15.104,04:18:D6:24:05:56,PTP Ubiquiti 30d,El llano,,
activo,SW 1 Asfaltos Beal,10.255.15.101,24:A4:3C:B3:08:7F,Sw Ubiquiti 5,El llano,,"Telef. Oficina ... 968.546.561, Oficina Movil: 616.013.038"
activo,Llano Beal Asfaltos,10.255.15.103,04:18:D6:24:05:56,PTP Ubiquiti 30d,El llano,,Luismi - SSID Antena - 1611ago1621
activo,Base 16 11,10.15.31.10,DC:9F:DB:58:99:F6,Omni Ubiquiti,El llano,,EB El Beal (Asfaltos Vituminosos)
activo,Base 16 21,10.15.32.10,DC:9F:DB:0A:0D:55,Omni Ubiquiti,El llano,,EB El Llano del Beal (sobrina de Pepe)
activo,SW 1 Llano Beal,10.255.15.102,24:A4:3C:05:E9:15,Sw Ubiquiti 5,El llano,,"Ainhoa móvil ..... 633.283.731, Valentin Móvil ... 620.181.393, Casa fijo ...........  868.088.547"
activo,Dslam  Sino 24,10.35.12.9,APPROTECHN:0A:24:3B,Inyector DSLAM,Castillos,,Falta Router check
activo,AP-Castillo1-Norte,10.151.16.10,D4:CA:6D:E3:5D:48,,HotSpot EM,,
activo,AP-Castillo1-Sur,10.151.17.10,D4:CA:6D:E2:1E:08,,HotSpot EM,,
activo,AP-Borinquen-Norte,10.153.23.10,D4:CA:6D:E2:22:B2,,HotSpot EM,,
activo,AP-Borinquen-Sur,10.153.20.252,D4:CA:6D:AB:93:D1,,HotSpot EM,,
activo,AP-Verdemar 2-SO,10.76.14.254,D4:CA:6D:AB:9A:7B,,HotSpot EM,,
activo,AP-Verdemar 2-SE,10.76.15.254,D4:CA:6D:E3:5A:72,,HotSpot EM,,
activo,Arteco - Arteco casa playa,10.255.14.21,04:18:D6:AE:AB:4F,PTP Ubiquiti 30d,Arteco,,10.255.14.18
activo,Arteco Casa Playa - Arteco,10.255.14.20,04:18:D6:A4:4B:D1,PTP Ubiquiti 30d,Arteco,,
activo,Switch Arteco casa playa,10.255.14.20,04:18:D6:A4:4B:D1,Sw Ubiquiti 5,Arteco,,Juan Luis 629.034.094
activo,Base 14 7,10.14.29.10,68:72:51:04:E4:EF,Omni Ubiquiti,Arteco,,
activo,Switch 2 Santi,10.255.2.98,24:A4:3C:3D:6E:CB,Sw Ubiquiti 8,Sancty,,
activo,Check Llano del beal,10.255.15.100,00:25:86:B2:C8:D7,Fallo red,El llano,,
activo,AP-SanYago-Sect-Zoco-NO REINICIAR,10.142.17.10,D4:CA:6D:A9:44:A6,,HotSpot EM,,
activo,AP-SanYago-Sect-Levante,10.142.14.10,D4:CA:6D:E2:1E:1C,,HotSpot EM,,
activo,Base 34.22,10.142.12.10,24:A4:3C:A8:78:85,Sectorial Ubiquiti,SY Nilo,,
activo,Base 34 21,10.142.11.10,24:A4:3C:9A:C5:56,Omni Ubiquiti,SY Nilo,,
activo,Base 34.23 (ESTACION DE PTP TEMPORAL!!!),10.142.13.10,24:A4:3C:9A:B4:47,Sectorial Ubiquiti,SY Nilo,,
activo,Snilo- Palmera,10.142.16.252,24:A4:3C:0E:23:CF,NanoStation M5,SY Nilo,,
activo,Palmera - Snilo,10.142.16.253,DC:9F:DB:F0:D4:B3,NanoStation M5,SY Nilo,,
activo,SW 1 Palmera,10.142.16.254,DC:9F:DB:28:79:93,Sw Ubiquiti 5,SY Nilo,,
activo,Palmera - Piscina,10.142.16.251,00:27:22:E0:DB:9E,NanoStation M5,SY Nilo,,
activo,Piscina - Palmera,10.142.16.250,DC:9F:DB:F4:46:5D,NanoStation M5,SY Nilo,,Ruben (Revisar Señal)
activo,Snilo - terraza,10.142.15.254,24:A4:3C:0E:13:4F,NanoStation M5,SY Nilo,,
activo,Terraza - Snilo,10.142.15.253,DC:9F:DB:F4:4B:51,NanoStation M5,SY Nilo,,
activo,Fallo red Camachos Torre,10.255.128.35,F8:1A:67:FE:48:4B,Fallo red,Camachos,,
activo,Hormig. Framag,10.128.24.12,DC:9F:DB:7E:39:A3,NanoBridge M5 oeste,Camachos,,
activo,AP-Sanyago-Omni-Piscina,10.142.16.249,D4:CA:6D:16:D7:A3,,HotSpot EM,,
activo,AP-Sanyago-Omni-Ext,10.142.15.252,D4:CA:6D:0F:42:14,,HotSpot EM,,
activo,Fallo red Torremares,10.161.20.8,10:FE:ED:A0:25:0F,Fallo red,TMares,,
activo,AP-SanPedro-Norte,10.14.28.11,D4:CA:6D:F7:AD:FE,Wifi Hotspot,HotSpot EM,,
activo,NH2Mares - Reina,10.255.141.11,24:A4:3C:D4:25:62,NanoStation M5,2 Mares,,
activo,Check N.H.2 Mares arriba,10.34.11.8,00:27:19:1C:52:71,Fallo red,2 Mares,,
activo,Villaralto - Vaporeto,10.255.22.14,4C:5E:0C:5A:DC:4B,PTP Ubiquiti 30d,Villaralto,,
desconocido,Inyector Dslam banco de pruebas,169.254.30.200,02:E6:9D:EF:E8:AC,,Monitorizacion,,
desconocido,Router prueba inyector en banco pppoe hs-opalo2,185.44.27.213,,,Monitorizacion,,
activo,13992 - SW1 - Vaporeto,10.171.20.11,04:18:D6:07:26:DE,Sw Ubiquiti 8,Vaporeto,,"Presidenta: Mayka, 650.987.473, Llimpiadora Isabel 652.354.403, Ipa 24"
activo,Vaporeto - Villaralto,10.255.22.10,"4C:5E:0C:B8:F0:05, 4C:5E:0C:B8:F0:07",PTP Ubiquiti 30d,Vaporeto,,
desconocido,Base 317 1 (ticket 27421),10.171.11.10,Routerboar:D2:2F:74,Omni Ubiquiti,Vaporeto,,
activo,Vaporeto - Manzoni,10.171.13.254,DC:9F:DB:58:9A:6E,PTP Ubiquiti 30d,Vaporeto,,
activo,Dslan Sino-24,10.39.10.9,"COM&CCO.,L:16:24:41",Inyector DSLAM,Vaporeto,,Sw de ....   puertos    Marca.........
activo,Fallo corriente Vaporeto1 terraza,10.171.20.8,00:23:CD:C3:C3:01,Fallo red,Vaporeto,,
activo,Las Claras - Navarro,10.17.13.12,UbiquitiNe:8E:E5:BE,PTP Ubiquiti 30d,Alcazares,,
activo,AP-Vaporeto1,10.171.14.254,D4:CA:6D:E2:26:7C,,HotSpot EM,,
activo,AP-Vaporeto2,10.171.16.11,D4:CA:6D:E3:5A:26,,HotSpot EM,,
activo,AP-Vaporeto3,10.171.15.254,D4:CA:6D:E3:5E:2A,,HotSpot EM,,
activo,Base 1 44,10.1.44.10,68:72:51:06:F8:6A,Sectorial Ubiquiti,Central ...,,
activo,Base 1 41,10.1.41.10,DC:9F:DB:0A:0C:C4,Sectorial Ubiquiti,Central ...,,
activo,Base 1 43,10.1.43.10,68:72:51:06:F8:06,Sectorial Ubiquiti,Central ...,,
activo,Base 1 42,10.1.42.10,68:72:51:08:05:43,Sectorial Ubiquiti,Central ...,,
activo,Base 1 11,10.1.11.10,68:72:51:08:03:5B,Sectorial Ubiquiti,Central ...,,Maxima elevación.
activo,Base 1 12,10.1.12.10,68:72:51:08:06:0D,Sectorial Ubiquiti,Central ...,,Maxima elevación. 08/09/2014
activo,Base 1 13,10.1.13.10,68:72:51:08:03:66,Sectorial Ubiquiti,Central ...,,
activo,Base 1 14,10.1.14.10,68:72:51:06:F7:31,Sectorial Ubiquiti,Central ...,,
activo,Router-EM-Unifi,10.0.222.93,D4:CA:6D:B1:BD:54,,HotSpot EM,,
activo,AP-EM-EM,10.88.129.255,00:27:22:F2:6F:BC,,HotSpot EM,,
activo,PTP a IPanema4,10.255.133.242,04:18:D6:2E:E7:37,NanoStation M5,CostaManga,,
activo,Fallo de corriente,10.59.10.9,64:70:02:A9:27:AF,Fallo red,Vaguada,,
activo,Vaguada - Circuito,10.255.5.83,04:18:D6:2E:D0:98,NanoBridge M5 norte,Vaguada,,
activo,Base 10 9,10.10.37.10,68:72:51:06:70:93,Omni Ubiquiti,Albujon,,
activo,Check Albujon,10.255.10.85,D8:5D:4C:E4:D8:A7,Fallo red,Albujon,,
activo,Pleamar - Reina,10.255.141.85,04:18:D6:24:A9:4C,PTP Ubiquiti 30d,Snipe,,
activo,14019 - SW 1 - Pleamar,10.255.141.84,DC:9F:DB:28:AD:EA,Sw Ubiquiti 8,Snipe,,"Administrador Katia de Hida Lopez  968.142.002, Presidente Angel 607.510.523, Portero : Lunes - Miercoles y Viernes de 11 a 14:00"
activo,Dslam Ipa 24,10.141.35.9,00:1F:05:02:9C:56,Inyector DSLAM,Snipe,,
activo,Circuito - Vaguada,10.255.5.82,04:18:D6:2E:02:81,NanoBridge M5 sur,Circuito,,
activo,Setecar,185.44.27.119,DC:9F:DB:EC:13:8D,Enrutador,Camachos,,
activo,Switch ENA,10.255.4.84,24:A4:3C:3C:92:0E,,Calvario..,,
desconocido,Fallo corriente,10.0.30.39,02:E6:9D:EF:E8:AC,Fallo red,Tallante,,
activo,Switch Tallante,10.33.40.3,04:18:D6:07:26:E0,Sw Ubiquiti 8,Tallante,,
activo,Base 3.32,10.33.40.6,68:72:51:06:70:B7,Sectorial Ubiquiti,Tallante,,
activo,Base 3.31,10.33.40.5,68:72:51:06:71:85,Omni Ubiquiti,Tallante,,
activo,Base 3.33,10.33.40.7,68:72:51:06:6E:91,Sectorial Ubiquiti,Tallante,,
activo,Tallante - F. Alamo,10.33.40.4,68:72:51:06:71:CE,PTP Ubiquiti 30d,Tallante,,
activo,Fuente Alamo - Tallante,10.33.40.2,24:A4:3C:9A:AF:BF,PTP Ubiquiti 30d,F. Alamo,,
activo,AP-Algujon,10.10.36.11,D4:CA:6D:18:29:86,,HotSpot EM,,
activo,AP-Pleamar-Omni,10.141.34.11,D4:CA:6D:F7:AE:0C,,HotSpot EM,,
activo,SW1 - 13360 Gregory Peter,10.255.6.70,DC:9F:DB:80:F6:86,Sw Ubiquiti 5,La Hita,,"Presidenta: Mamen, N.- 5 duplex."
activo,Dslam Ipa 24,10.6.37.9,00:1F:05:02:9C:41,Inyector DSLAM,La Hita,,
activo,Router Check HORTICHUELA,10.13.20.8,D8:5D:4C:E4:DC:7F,Fallo red,Hortich,,
activo,Base C62.1,10.6.36.10,24:A4:3C:9A:B5:E0,Omni Ubiquiti,La Hita,,
activo,Poblado Naval,10.255.59.5,64:70:02:A9:1C:A9,Fallo red,Vaguada,,
activo,Base 59.3 W,10.59.36.10,68:72:51:06:C4:F3,Sectorial Ubiquiti,Vaguada,,
activo,Base 59.2 E,10.59.35.10,68:72:51:06:C4:F4,Sectorial Ubiquiti,Vaguada,,
activo,Fallo corriente Fase 1,169.254.30.1,00:23:CD:D5:D6:BF,Fallo red,Central ...,,
activo,Fallo corriente Fase 2,169.254.30.2,D8:5D:4C:E4:D9:9F,Fallo red,Central ...,,
"desconocido, X - desabilitado",Fallo corriente Fase 3,169.254.30.3,02:E6:9D:EF:E8:AC,Fallo red,Central ...,,
activo,Comyr - Puertas Perez,10.10.11.11,04:18:D6:26:2B:77,PTP Ubiquiti 30d,Comyr,,"Puerto 1 SWITCH POE, SSID: C10sep10480"
activo,Base 7.07,10.78.12.10,68:72:51:04:CA:76,Sectorial Ubiquiti,Villas,,
desconocido,Central principal Aire,78.136.107.230,,Servidor Web,Centrales Virt.,,
activo,C22 - Galindo Zarco,10.22.35.12,04:18:D6:2E:E6:74,PTP Ubiquiti 30d,Villaralto,,
activo,Galindo Zarco - C22,10.22.35.11,04:18:D6:24:AB:79,PTP Ubiquiti 30d,Villaralto,,
activo,Terlev - ENA,10.4.32.12,04:18:D6:38:49:D9,PTP Ubiquiti 30d,Calvario..,,
activo,ENA - Terlev,10.4.32.13,04:18:D6:38:4E:04,PTP Ubiquiti 30d,Calvario..,,
activo,MKT SW Terlev,10.4.32.23,4C:5E:0C:43:B0:A7,Enrutador,Calvario..,,
activo,Base 43 3,10.4.32.10,68:72:51:06:CA:F6,Omni Ubiquiti,Calvario..,,
activo,Check CN2,10.122.20.8,94:0C:6D:AB:C9:3D,Fallo red,Nautico,,
activo,Comyr MKT,10.255.255.110,D4:CA:6D:43:D1:4D,CCR1009-8G-1S,Comyr,,
activo,Comyr - H. Ingles,10.10.15.11,24:A4:3C:F6:77:ED,PTP Ubiquiti 30d,Comyr,,Puerto 5 SWITCH POE
activo,H. Ingles - Comyr,10.10.15.12,24:A4:3C:8E:09:29,PTP Ubiquiti 30d,Comyr,,
activo,Comyr - Albujon,10.255.10.82,04:18:D6:24:B0:3F,PTP Ubiquiti 30d,Comyr,,
activo,SemJim - Comyr,10.10.32.14,04:18:D6:F2:DA:EE,PTP Ubiquiti 30d,Comyr,,
activo,Antonio Nicolas- Comyr,10.10.28.12,00:27:22:7C:22:DF,PTP Ubiquiti 30d,Comyr,,
activo,Comyr - Antonio Nicolas,10.10.28.11,04:18:D6:26:2F:DF,PTP Ubiquiti 30d,Comyr,,"Puerto 18 SWITCH POE, SSID: C10sep12884"
activo,Agumar - Comyr,10.10.14.12,DC:9F:DB:0A:09:62,PTP Ubiquiti 30d,Comyr,,
activo,Comyr - Agumar,10.10.14.11,DC:9F:DB:0A:0C:FE,PTP Ubiquiti 30d,Comyr,,"Puerto 4 SWITCH POE, SSID PtP COMYR: C10oct9030"
activo,DHCP,10.0.0.1,00:9C:02:A8:48:4E,MikroTik Device,CPD,,
activo,HotSpot,10.255.255.195,4C:5E:0C:ED:CF:EB,MikroTik Device,CPD,,
activo,7348-2 Soltyr,10.22.26.11,04:18:D6:38:E5:F8,,Villaralto,,
activo,7348 Soltyr,10.22.36.11,04:18:D6:40:DE:F3,,Villaralto,,
activo,C22 - Roda,10.255.22.74,04:18:D6:36:7C:00,,Villaralto,,"El ptp se ha quedado colgado, si vuelve a ocurrir cambio."
activo,Comyr - 12225 JGS,10.10.12.11,04:18:D6:54:2F:89,PTP Ubiquiti 30d,Comyr,,Puerto 2 SWITCH POE
activo,12225 JGS - Comyr,10.10.12.12,04:18:D6:38:4F:A6,PTP Ubiquiti 30d,Comyr,,
activo,Switch C4 PTP EB,10.255.4.34,DC:9F:DB:29:53:E6,Sw Ubiquiti 8,Calvario..,,
activo,Roda - Villaralto,10.255.22.76,04:18:D6:E6:E5:18,PTP Ubiquiti 30d,Roda,,
activo,SW1 Roda,10.255.22.77,04:18:D6:31:5F:3D,Sw Ubiquiti 5,Roda,,"Bicepresidente de comunidad es Pedro Sanchez, 644.244.720"
activo,AP-Roda,10.22.19.12,D4:CA:6D:F7:AE:04,,HotSpot EM,,
activo,Check Roda (CAMBIAR IP),10.255.22.78,24:A4:3C:B3:07:7D,Fallo red,Roda,,"MIRAR IP EN VILLARALTO, DEBERIA COGERLA POR DHCP EN 10.22.19.X YA QUE AHORA MISMO COGIO UNA DE 10.254.22.78"
activo,SW1 N.H.2.Mares,10.145.10.11,24:A4:3C:3C:FB:D8,Sw Ubiquiti 8,2 Mares,,"Llaves: Preguntar al Presidente Presidente:  Juan R. Rodriguez 609262121, No tiene portero"
activo,NH2Mares - ??,10.255.145.6,24:A4:3C:D4:23:9A,NanoBridge M5 este,2 Mares,,
activo,Dslam Ipa 24,10.34.11.9,00:1F:05:02:9C:67,Inyector DSLAM,2 Mares,,
activo,Manzoni - Vaporeto,10.171.13.253,68:72:51:02:8C:51,NanoBridge M5 este,Vaporeto,,"Manzoni, Simon Conesa Tf: 609.173.000"
